,SeqID,Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation,Council Districts,Councils,Communities,Zip Codes,Municipalities
,8b998ae3-a6e8-4f30-8af4-ce4334b6cb88,06/04/2019,10:44:00,MCP,"4th District, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,2300 RANDOLPH ROAD,39.06225,-77.04294,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,CAMRY,WHITE,Citation,16-112(c),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06225, -77.04294)",4,4,23,6,1
,8b998ae3-a6e8-4f30-8af4-ce4334b6cb88,06/04/2019,10:44:00,MCP,"4th District, Wheaton",DRIVING A MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,2300 RANDOLPH ROAD,39.06225,-77.04294,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,CAMRY,WHITE,Citation,16-101(a1),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06225, -77.04294)",4,4,23,6,1
,3d3ccd21-e62a-41b1-9938-0d6534575611,06/04/2019,10:43:00,MCP,"2nd District, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 54 MPH IN A POSTED 35 MPH ZONE,UNIVERSITY BLVD/ LAWERANCE AVE,39.034995,-77.07076,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,HONDA,ACCORD,BLACK,Citation,21-801.1,Transportation Article,false,BLACK,F,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.034995, -77.07076)",4,4,15,25,1
,3d3ccd21-e62a-41b1-9938-0d6534575611,06/04/2019,10:43:00,MCP,"2nd District, Bethesda",FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS,UNIVERSITY BLVD/ LAWERANCE AVE,39.034995,-77.07076,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,HONDA,ACCORD,BLACK,Warning,13-414(a),Transportation Article,false,BLACK,F,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.034995, -77.07076)",4,4,15,25,1
,8ceece28-ad24-4e32-912e-f301bdee2863,06/04/2019,10:38:00,MCP,"2nd District, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,S/B UNIVERSITY BLVD @ LAWRENCE AVE,39.0348366666667,-77.0706833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MERZ,TK,BLACK,Citation,16-112(c),Transportation Article,false,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0348366666667, -77.0706833333333)",1,1,15,25,1
,8ceece28-ad24-4e32-912e-f301bdee2863,06/04/2019,10:38:00,MCP,"2nd District, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,S/B UNIVERSITY BLVD @ LAWRENCE AVE,39.0348366666667,-77.0706833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,MERZ,TK,BLACK,Warning,21-801(a),Transportation Article,false,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0348366666667, -77.0706833333333)",1,1,15,25,1
,9558ec27-de3f-4a8c-a466-a8f3e73e2895,06/04/2019,10:37:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,W WATKINS MILL RD @ PARKVIEW AVE.,39.1551583333333,-77.2282116666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HOND,FIT,WHITE,Citation,21-707(a),Transportation Article,false,ASIAN,M,GAITHERSBURG,MD,MD,L - Motorcycle,"(39.1551583333333, -77.2282116666667)",3,3,36,33,21
,167ace1f-7149-416c-9d87-15ff647e2113,06/04/2019,10:34:00,MCP,"1st District, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,W. MONTGOMERY / WOODHILL,39.1024433333333,-77.1891616666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HONDA,CRV,BLUE,Warning,13-411(f),Transportation Article,false,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1024433333333, -77.1891616666667)",3,3,25,71,12
,167ace1f-7149-416c-9d87-15ff647e2113,06/04/2019,10:34:00,MCP,"1st District, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,W. MONTGOMERY / WOODHILL,39.1024433333333,-77.1891616666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HONDA,CRV,BLUE,Warning,13-409(b),Transportation Article,false,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1024433333333, -77.1891616666667)",3,3,25,71,12
,167ace1f-7149-416c-9d87-15ff647e2113,06/04/2019,10:34:00,MCP,"1st District, Rockville",FAILURE OF MV OPER TO PRESENT EVIDENCE OF REQUIRED SECURITY ON REQUEST OF A LAW ENFORCEMENT OFFICER,W. MONTGOMERY / WOODHILL,39.1024433333333,-77.1891616666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HONDA,CRV,BLUE,Warning,17-104.2(b2),Transportation Article,false,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1024433333333, -77.1891616666667)",3,3,25,71,12
,167ace1f-7149-416c-9d87-15ff647e2113,06/04/2019,10:34:00,MCP,"1st District, Rockville",DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,W. MONTGOMERY / WOODHILL,39.1024433333333,-77.1891616666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,HONDA,CRV,BLUE,Warning,13-401(d),Transportation Article,false,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1024433333333, -77.1891616666667)",3,3,25,71,12
,3c761fca-35c8-4a80-a32b-f63ae8410bef,06/04/2019,10:33:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RANDOLPH ROAD AND CLIFTON ROAD,0,0,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEVROLET,UPLANDER,WHITE,Warning,21-201(a1),Transportation Article,false,HISPANIC,F,LAUREL,MD,MD,A - Marked Patrol,"(0.0, 0.0)",,,,,
,50337982-8540-47ac-817e-415b0ccbf46e,06/04/2019,10:33:00,MCP,"2nd District, Bethesda",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 58 MPH IN A POSTED 35 MPH ZONE,RIVER RD/BRAEBURN PKWAY,38.97851,-77.1308983333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYOTA,CAMRY,WHITE,Citation,21-801.1,Transportation Article,false,WHITE,M,PASADENA,MD,MD,Q - Marked Laser,"(38.97851, -77.1308983333333)",1,1,12,103,1
,720a2de6-e08a-4fe3-8443-70effd60d6d6,06/04/2019,10:31:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,W WATKINS MILL RD @ PARKVIEW AVE.,39.1551583333333,-77.2282116666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,ACUR,RLX,GRAY,Warning,21-707(a),Transportation Article,false,NATIVE AMERICAN,F,FIFE,WA,WA,L - Motorcycle,"(39.1551583333333, -77.2282116666667)",3,3,36,33,21
,731ccf00-9292-496b-8d34-a53d6ad8b769,06/04/2019,10:29:00,MCP,"2nd District, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,S/B UNIVERSITY BLVD @ LAWRENCE AVE,39.034955,-77.0708,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,CHRY,VN,"BLUE, LIGHT",Warning,21-801(a),Transportation Article,false,BLACK,F,NORTH BETHESDA,MD,MD,A - Marked Patrol,"(39.034955, -77.0708)",1,1,15,25,1
,f2f6abca-5a7f-4ed4-973b-bcf439a0eeb5,06/04/2019,10:29:00,MCP,"2nd District, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,UNIVERSITY BLVD/ LAWERANCE AVE,39.034975,-77.07066,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,VOLVO,XC60,"BLUE, LIGHT",Warning,21-801.1,Transportation Article,false,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.034975, -77.07066)",4,4,15,25,1
,7d389b56-4cd8-48a6-939c-b9fdce38fd81,06/04/2019,10:28:00,MCP,"1st District, Rockville",LEFT TURN FROM IMPROPER ROAD POSITION,DARNESTOWN RD/W MONTGOMERY AVE,39.094215,-77.1839233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYT,TK,RED,Warning,21-601(b),Transportation Article,false,ASIAN,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.094215, -77.1839233333333)",3,3,25,71,12
,7d389b56-4cd8-48a6-939c-b9fdce38fd81,06/04/2019,10:28:00,MCP,"1st District, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,DARNESTOWN RD/W MONTGOMERY AVE,39.094215,-77.1839233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYT,TK,RED,Warning,21-1124.2(d2),Transportation Article,false,ASIAN,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.094215, -77.1839233333333)",3,3,25,71,12
,7d389b56-4cd8-48a6-939c-b9fdce38fd81,06/04/2019,10:28:00,MCP,"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,DARNESTOWN RD/W MONTGOMERY AVE,39.094215,-77.1839233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYT,TK,RED,Warning,21-201(a1),Transportation Article,false,ASIAN,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.094215, -77.1839233333333)",3,3,25,71,12
,7d389b56-4cd8-48a6-939c-b9fdce38fd81,06/04/2019,10:28:00,MCP,"1st District, Rockville",DRIVER CHANGING LANES WHEN UNSAFE,DARNESTOWN RD/W MONTGOMERY AVE,39.094215,-77.1839233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2017,TOYT,TK,RED,Warning,21-309(b),Transportation Article,false,ASIAN,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.094215, -77.1839233333333)",3,3,25,71,12
,70d727a0-8919-41e1-822c-7b4cf2a8fb81,06/04/2019,10:27:00,MCP,"4th District, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 44 MPH IN A POSTED 35 MPH ZONE,UNIVERSITY BLVD/REEDIE DR,39.0403183333333,-77.0429066666667,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2016,RAM,1500,WHITE,Citation,21-801.1,Transportation Article,false,HISPANIC,M,FREDERICK,MD,MD,Q - Marked Laser,"(39.0403183333333, -77.0429066666667)",4,4,16,17,1
,07c29830-c4fa-411b-a75f-76939cbcd28d,06/04/2019,10:26:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD W/ELKIN ST,39.04181,-77.0505633333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,KIA,RIO,BLACK,Warning,21-201(a1),Transportation Article,false,BLACK,M,KENSINGTON,MD,MD,L - Motorcycle,"(39.04181, -77.0505633333333)",4,4,16,17,1
,981e3a05-953c-4fb1-bb6b-9e31afc1d775,06/04/2019,10:25:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,W WATKINS MILL RD @ PARKVIEW AVE.,39.1551583333333,-77.2282116666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HOND,CRV,"GREEN, LGT",Warning,21-707(a),Transportation Article,false,WHITE,F,GAITHERSBURG,MD,MD,L - Motorcycle,"(39.1551583333333, -77.2282116666667)",3,3,36,33,21
,961beb40-25ea-436b-8712-baad6a578bde,06/04/2019,10:24:00,MCP,"4th District, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,SB GEORGIA AVE/ HATHAWAY DRIVE,39.068195,-77.0610633333333,2,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2004,VOLVO,S60,"BLUE, DARK",Citation,21-402(a),Transportation Article,true,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.068195, -77.0610633333333)",4,4,23,6,1
,c7e8d294-10d2-40fd-addc-b451d61f333d,06/04/2019,10:22:00,MCP,"1st District, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SHADY GROVE/DEERBROOK DR,39.086995,-77.211785,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,JEEP,WRANGLER,BLACK,Warning,13-409(b),Transportation Article,false,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.086995, -77.211785)",3,3,24,71,1
,c7e8d294-10d2-40fd-addc-b451d61f333d,06/04/2019,10:22:00,MCP,"1st District, Rockville",DISPLAYING EXPIRED REGISTRATION PLATES,SHADY GROVE/DEERBROOK DR,39.086995,-77.211785,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,JEEP,WRANGLER,BLACK,Warning,13-411(f),Transportation Article,false,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(39.086995, -77.211785)",3,3,24,71,1
,0d9fe47a-3d7b-4105-a6e7-854b50d23b94,06/04/2019,10:21:00,MCP,"2nd District, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,S/B UNIVERSITY BLVD @ LAWRENCE AVE,39.034935,-77.0706966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2018,LEXUS,4DR,BLACK,Warning,21-801(a),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.034935, -77.0706966666667)",1,1,15,25,1
,4f2deb6e-0d0b-436e-b4d3-9b3b77f078fa,06/04/2019,10:21:00,MCP,"1st District, Rockville",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,EB DARNESTOWN RD @ BLACK ROCK RD,39.109385,-77.3019783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HYUNDAI,4DR,SILVER,Citation,21-1124.2(d2),Transportation Article,false,HISPANIC,F,POOLESVILLE,MD,MD,A - Marked Patrol,"(39.109385, -77.3019783333333)",1,1,28,39,1
,c8c5d2d9-ab5d-4334-a8e3-a88463598980,06/04/2019,10:20:00,MCP,"2nd District, Bethesda",PROHIBITED DRIVING IN CENTER LANE,RIVER RD/WESTBARD AVE,38.99106,-77.1029633333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,MERZ,E350,BLACK,Warning,21-309(c),Transportation Article,false,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.99106, -77.1029633333333)",1,1,12,111,1
